,,3,4,5,6,7,8,9
fixed acidity,mean,7.6,7.129447852760736,6.933973919011668,6.837670609645132,6.73471590909091,6.6571428571428575,7.42
fixed acidity,std,1.7247425437163844,1.0814903134979086,0.838432640869472,0.8374419384275631,0.7556702070762437,0.8193373108188323,0.9833615815151616
fixed acidity,skew,0.5540826489814381,0.7764068917941178,0.5967763529924204,0.7492856907583852,0.14050146261564633,-0.510580688759991,1.7601022779456565
volatile acidity,mean,0.33325,0.38122699386503067,0.3020109814687715,0.2605641492265696,0.2627670454545455,0.27740000000000004,0.298
volatile acidity,std,0.1408272084207414,0.17346335225480702,0.10006628237491136,0.08814207934665308,0.09110644141972792,0.10802942340788031,0.05761944116355173
volatile acidity,skew,1.0304327293400652,1.400714419970299,1.4289718338063961,1.5336895202415837,0.811430267911169,0.9915312471530405,0.44590455175378874
citric acid,mean,0.33599999999999997,0.3042331288343558,0.3376527110501029,0.33802547770700636,0.325625,0.3265142857142857,0.386
citric acid,std,0.08146035522684768,0.16385741959836272,0.14081389272537032,0.11932451091258725,0.07918280178067988,0.08543915339395937,0.08203657720797473
citric acid,skew,-0.0330784888046316,0.4721757839038715,0.7029055384274364,1.9980291185865229,0.7526096498040113,0.545446870086999,0.29233508036286265
residual sugar,mean,6.3925,4.6282208588957054,7.33496911461908,6.441606005459509,5.186477272727273,5.671428571428572,4.12
residual sugar,std,5.317332013034554,4.163610126351119,5.3276192948990415,5.166624960933112,4.29798866624111,4.263391439704369,3.7592552453910333
residual sugar,skew,0.6634576101617101,1.1107352086672397,0.4873860108134395,1.427370142864774,1.1335377686006494,0.8453696387633086,1.878319181102639
chlorides,mean,0.0543,0.050098159509202454,0.051546328071379544,0.04521747042766151,0.03819090909090909,0.03831428571428572,0.0274
chlorides,std,0.04646798558373847,0.025887986327597128,0.026495608215480342,0.020452883887714747,0.0106974063219434,0.01316380318470746,0.0074363969770312845
chlorides,skew,3.9266264914943267,5.643339044748691,4.7564617014828885,4.6118343619383495,1.9956515898447573,2.9613367306537923,-0.5164958251462329
free sulfur dioxide,mean,53.325,23.358895705521473,36.432052161976664,35.65059144676979,34.12556818181818,36.72,33.4
free sulfur dioxide,std,69.42077555708643,20.391349321907757,18.145990557887643,15.735678755745303,13.244737281685698,16.203674906013454,13.427583550289308
free sulfur dioxide,skew,2.4086583974167524,2.362909702044415,0.4775172468812008,0.680612072152028,0.8061207894410559,1.4645490549268938,2.0446566172385734
total sulfur dioxide,mean,170.6,125.27914110429448,150.90459849004804,137.04731574158325,125.11477272727272,126.16571428571429,116.0
total sulfur dioxide,std,107.75833097601708,52.753769339305585,44.08618665567891,41.286219552917636,32.74298173945999,33.00632944226351,19.82422760159901
total sulfur dioxide,skew,0.9482053191207744,0.21027192240639722,-0.03176561551813931,0.35640076342375143,0.5020755794087992,0.5462604586088617,-0.9151677433936183
density,mean,0.9948840000000001,0.9942766871165645,0.9952625703500343,0.9939613489535942,0.9924523977272728,0.9922359428571429,0.99146
density,std,0.0028305985976560992,0.002462356859339105,0.0025447337210165078,0.0030235097726277046,0.0027676700979523167,0.002787724342220775,0.0031183729732025328
density,skew,0.35750542822350206,0.1853528497850625,0.06153751995048697,1.8532753729412117,0.9808130626785379,1.1358831222568282,2.1601948661330157
pH,mean,3.1875,3.1828834355828217,3.1688332189430333,3.1885987261146496,3.213897727272727,3.2186857142857144,3.308
pH,std,0.20983389420657156,0.16369093101563667,0.14089543038131985,0.15099621254286746,0.1584018980773596,0.15228900448390734,0.08288546314040847
pH,skew,0.09501773525822776,0.6648867397077526,0.652525065488027,0.42340357870594925,0.2700679600144503,0.08981448632001478,-0.002985477591499742
sulphates,mean,0.47450000000000003,0.47613496932515337,0.4822031571722718,0.49110555050045496,0.5031022727272727,0.48622857142857145,0.466
sulphates,std,0.11984529501337174,0.1179732400781469,0.09820514196114093,0.11335696416882822,0.13019470321669033,0.14707318643276782,0.0926282894152753
sulphates,skew,0.5408281614476053,0.7012063511217228,0.8463943143001024,0.9804462915587655,0.9540313904342683,0.9727352410555913,0.8913486698857994
alcohol,mean,10.345,10.15245398773006,9.808840082361016,10.575371549893843,11.367935606060605,11.636,12.18
alcohol,std,1.2240893500239702,1.003217104147944,0.8470652876072922,1.1477761887635822,1.2465358063513974,1.2801382827603058,1.0134100848126584
alcohol,skew,0.018103231081665967,0.7104918090869615,1.0811528454079018,0.3982181368767272,-0.3056973698929826,-0.9068801135634404,-2.0347392900050796
