PC1,PC2,quality
3.676568134343941,0.5451776290289001,6
-0.6445220310308101,-0.43072597133161933,6
0.15527469513389008,1.1896784710009152,6
1.4552255123246434,-0.09967000234878738,6
1.4552255123246434,-0.09967000234878738,6
0.15527469513389008,1.1896784710009152,6
0.073828869975289,-0.8292343829329767,6
3.676568134343941,0.5451776290289001,6
-0.6445220310308101,-0.43072597133161933,6
-0.5586065392558037,1.326594256580488,6
-2.252921551473692,2.6148062898308155,5
-0.031622850237902206,1.9907811003872584,5
-1.5962661895159043,1.3513023687189019,5
-1.578156496489464,-1.5170902623414497,7
3.657708263635497,1.8478789365039752,5
-1.7193899411323856,-0.03603959534808303,7
-1.3359705137854716,-0.9729942424138368,6
-3.0436632068574583,-0.036687013068329256,8
-0.9776991483909527,0.9339569551985972,6
0.29519191419464125,-0.9413058936934781,5
-3.0436632068574583,-0.036687013068329256,8
-1.7278564692969551,0.6510536452419947,7
-0.7437912359966018,-0.8414862783262643,8
0.39184839442609837,0.2479324110675387,5
-0.4714913558838421,-0.5073980229566125,6
1.8602158659128205,-1.1587926429550783,6
-0.5361641897195415,-0.8536815575455617,6
0.5168948691790255,-0.5224083244378313,6
-1.379965614462772,1.188517295349755,6
-1.6617243929746657,0.3750582702798429,7
1.2208765004087654,1.4116997589994347,6
-1.8575808700539111,1.1921821969642146,6
-1.1057648891903344,0.8738809873457811,6
-0.28512857184208656,-1.333646728990032,6
0.7838338603248057,-1.6141576766865209,5
-1.7091867664160667,1.139915484967921,5
-0.31939296064131334,-0.42278278997097796,5
-1.1703299196586987,0.662868407611282,6
3.11997568455369,0.34887834383039684,5
3.11997568455369,0.34887834383039684,5
1.9664123495309154,0.07140748516734077,6
2.0016892525556367,0.14925620827300312,6
0.8556430308524621,0.1402804274769767,6
-0.09505484435256678,-0.6537659744716259,6
-0.05764662645569319,-0.694814203921913,6
0.15093540625053092,0.18169512009051078,7
1.124801601068149,-2.000628288121136,4
1.1343858601653232,-1.944544165863634,5
0.8556430308524621,0.1402804274769767,6
0.4343391449142047,-0.542179204219344,5
-0.9361139872289143,-0.3801588110243978,6
-1.1210302743473801,-0.9919940803390976,7
-2.040411657552018,-0.2570286752153959,7
-1.5527303828282797,-0.2793056328841841,6
1.1995572785831352,1.4806460871139895,6
-0.7400216829981602,0.08888162428165433,6
2.0332679942210654,0.15136646496112086,6
1.5895062565236144,-1.3015961563217187,6
-1.2112619530899018,0.278342045450054,6
-0.7222042981102608,0.1244309446920596,6
0.9441985776689578,0.5329869188726618,6
1.5895062565236144,-1.3015961563217187,6
-1.456609052649648,0.43985637638655894,5
-1.2112619530899018,0.278342045450054,6
-0.8722698628417633,0.4519765067291069,6
-0.6409401361457524,-1.3908248340965186,5
-1.9427402229373119,-0.4084176875868853,7
0.3124961138324678,-1.347832438973071,5
-1.2925216295829598,-0.6409678208254646,8
0.557191739437065,1.1676154687918012,5
2.334488472788381,-0.7464933114999855,6
1.6831758537404058,-1.926911705664934,5
0.5763060835300159,-3.4030985542662098,5
-0.28333762871371526,3.3176524948278217,6
-1.2925216295829598,-0.6409678208254646,8
0.557191739437065,1.1676154687918012,5
-2.549941518848816,0.7005182719849903,7
-2.4180145450583996,0.030861325828450352,7
0.9574157625256237,1.477087043116679,5
-0.025523855376417475,-0.07986287465231146,5
-0.9375216262183053,-1.2220213209317223,6
2.6961633860508982,-0.5600420843581826,6
0.7531891475362855,-0.39268322606986084,5
1.6466739729640327,-0.7908501301364678,6
2.5922619011717862,0.7750210445705662,5
2.5433128670921596,0.7911668312404224,6
2.5960518936539256,0.9969146399816659,6
2.5877796893281597,-1.1766995818367354,6
2.5922619011717862,0.7750210445705662,5
2.5433128670921596,0.7911668312404224,6
2.5960518936539256,0.9969146399816659,6
2.498124585142112,-1.1020701567283302,5
-1.8396788981140395,-0.1752428819478525,7
-1.8295813342847043,-0.15829777595883032,7
-0.7870168180869046,0.1940102571579824,7
2.9834121044104753,-0.33332598263410423,6
2.4325449136539175,0.4064303826455486,6
-1.7407932459432676,3.183638561376041,7
0.4892430896339129,4.713315112386966,4
2.4325449136539175,0.4064303826455486,6
2.9259633063091375,0.6706593639228008,5
1.6603744110319711,-1.1124904913059281,5
1.577223605478248,-1.7482461417192126,5
3.5558623433632945,1.0421666689745464,5
2.9259633063091375,0.6706593639228008,5
1.4607127651821246,0.7074169291327046,6
1.6603744110319711,-1.1124904913059281,5
3.021354384970626,-0.5260929370743488,6
3.021354384970626,-0.5260929370743488,6
-0.11523573171727158,-0.9800071261953958,5
2.590960725546461,1.0650172792570882,6
4.335730698581025,0.202253952342326,5
3.389116227735491,0.4842547214666383,5
1.2099628852356532,-0.3297157003053732,5
1.2099628852356532,-0.3297157003053732,5
-1.812361679828153,-2.866280568053095,4
-1.5655505561975072,-1.0706106340509391,6
-2.2385272480782743,1.17256158706458,6
3.389116227735491,0.4842547214666383,5
3.2243852129689223,0.501314463526641,5
-1.3391662185117783,-1.1749123096135394,5
2.3693823956184246,1.0480715373447083,5
0.43340788650751927,0.3663521105578023,5
0.20456563663232089,0.06774661354391673,6
0.36101417837463046,0.13256253292097,6
-0.8365360180187345,-0.7625622205600119,6
-0.304110936307811,0.5192192820843359,5
1.1723744433616006,-1.993754865045551,7
-0.07548108598335163,-0.8919077902129674,7
-0.042847538280312805,-0.9410676238599641,6
-1.7598118774079712,-0.6419798183315879,5
1.1723744433616006,-1.993754865045551,7
3.1052421297032997,-1.5121342814078402,5
2.3703991190617213,-1.1143397369925372,5
1.7874581040389845,-1.1913142221530137,5
2.126510621091642,-1.0219524351856464,5
-0.843248015225025,1.7252253811388407,6
2.4334484838436605,0.8914161286310971,5
-1.4138820945313038,0.4806687344535313,7
-1.89277330473589,1.483966215857882,6
-1.5464455560330874,-0.08507058492398165,5
2.4334484838436605,0.8914161286310971,5
-0.9338469725252259,0.9218731359775013,6
-0.027429307267193195,1.7440970268726068,6
-1.424215946085329,1.8611414440808385,6
-1.3846907071570378,0.7838412959762396,6
-0.5154980294964296,-1.5870767785026172,6
-0.5274941268322242,-0.9729082122529851,4
-2.272092406752865,-0.6842857928640007,7
-0.059645540367174656,1.2397282779834737,6
0.21044444496750536,1.2476477684840899,7
1.7735496032586393,0.8362910737910042,6
-0.059645540367174656,1.2397282779834737,6
-0.8587166360582696,0.9220073654596506,5
0.4147630391470816,1.6861642375561103,6
3.297824501349273,1.3097407973954422,6
3.297824501349273,1.3097407973954422,6
-2.35385904323742,-0.9666790684367067,7
-2.7772628306470386,-2.3837318413586606,8
-2.7772628306470386,-2.3837318413586606,8
